title,site,country,year_release,box_office,director,number_of_subjects,subject,type_of_subject,race_known,subject_race,person_of_color,subject_sex,lead_actor_actress
Joan of Arc,http://www.imdb.com/title/tt0080907/,Canada,1964,$221K,"Francis Hirschbiegel Wash Pal Leyburn Tammy Blanchard, Morgan Spector",2.0,Rob Bither Kasso Rocha Peron Essex,Medicine,Unknown,African,0.0,Male,"Adam Woods Jones Jean August, Billie Nichols Sydow"
The Edge of Love,http://www.imdb.com/title/tt0200027/,US,2003,$80M,"Roman DeVito Andrew Solt Bliss Tammy Blanchard, Morgan Spector",1.0,Veronica Carter Sade of of Essex,Other,Unknown,Middle Eastern (White),0.0,Male,"Charlize Bedelia VolontÌ© Martin Arthur, Kebede Nichols Sydow"
Domino,http://www.imdb.com/title/tt1647668/,Canada/UK,1984,$10.2M,"Lewis Koster Peter Panama Sokolov Tammy Blanchard, Morgan Spector",2.0,Phoolan Disney Chaplin Rocha Brasco) Essex,Historical,Unknown,Native American,0.0,Male,"Walter Washington Burke Jean Kemp, Austin Whitelaw Sydow"
Hitchcock,http://www.imdb.com/title/tt0158033/,US/Canada,1918,$6.37M,"Francesco Pohlad Russell Sarah-Violet Leyburn Tammy Blanchard, Morgan Spector",1.0,Julia Alig Kasso Leroy Peron Essex,Athlete,Unknown,Asian,0.0,Male,"Alec Davis Burke Derek Kemp, Kebede Ellison Sydow"
Basquiat,http://www.imdb.com/title/tt0114272/,US/UK/Canada,1995,$450K,"Myles Hirschbiegel SchrÌ¦der Satrapi Bliss Tammy Blanchard, Morgan Spector",3.1490998888761164,Woody Reed Chopin Donnie Brasco) Essex,Other,Unknown,Eurasian,0.08252291111993591,Male,"Betty Sharif Brown Martin August, James Ellison Sydow"
Blue,http://www.imdb.com/title/tt0367790/,UK,1969,$4.22M,"Rick Taurog Ruth Panama Bliss Tammy Blanchard, Morgan Spector",1.0,Johannes X Kurowsky Dennis Scots Essex,Historical,Known,Hispanic (Latina),0.0,Female,"Kathy Foxx Olmos Pernilla Arthur, Austin Nichols Sydow"
Capone,http://www.imdb.com/title/tt0065593/,US/UK,1944,$80M,"Roger Spencer Stern Glenn Bliss Tammy Blanchard, Morgan Spector",1.0,Jordan Pusser Jr. Jackson of Essex,Criminal,Known,African American,0.0,Female,"Benjamin Litondo Law and August, Max Ellison Sydow"
Out of Africa,http://www.imdb.com/title/tt0047956/,Canada,1974,$1.22M,"Gabriele Rose Wash Westmoreland Ford, Tammy Blanchard, Morgan Spector",1.0,R. Brawne Rosenthal the Parker) Essex,Activist,Known,,0.0,Female,"Natascha Cusack Le Jean August, Austin Nichols Sydow"
The True Story of Jesse James,http://www.imdb.com/title/tt0161216/,US,1976,$36.4M,"Ralph Frankel John Pal Bliss Tammy Blanchard, Morgan Spector",1.0,Vivienne Dickens Bush (Tina Jr. Essex,Criminal,Known,,1.0,Female,Kerry Hogg Lee and Winslet Kebede Ellison Sydow
Spartacus,http://www.imdb.com/title/tt0302436/,Canada/UK,1958,$101M,"Paul SalomÌ© Peebles Glenn Pulcini Tammy Blanchard, Morgan Spector",1.0,Leon Schindler Jung Richthofen of Essex,Artist,Known,Hispanic (White),0.0,Female,"Natascha Broadbent Young Kate August, Kebede von Sydow"
Wilson,http://www.imdb.com/title/tt0258470/,US/Canada,1932,$278K,"Hugh Ephron Dyke Pal Leyburn Tammy Blanchard, Morgan Spector",1.0,Vercingetorix Wesley Satrapi Sweden of Essex,Athlete,Known,Multi racial,0.0,Female,"Judi Daniel FrÌÄå¦ler, Martin Arthur, Austin Nichols Sydow"
The Other Side of Heaven,http://www.imdb.com/title/tt2357129/,US/UK/Canada,1973,$200K,"Mike Zurinaga Olmos Stanislav Ford, Tammy Blanchard, Morgan Spector",1.0226189722317338,"Jessie of Thompson Halsey, Parker) Essex",Historical,Known,Hispanic (Latino),0.02622804251787807,Female,"Lawrence Streisand Dillman Martin Kemp, Max (older) Sydow"
Rudy,http://www.imdb.com/title/tt0054403/,UK,1920,$1.08M,"Gabriele Hibbs Jeffrey Sykes Ford, Tammy Blanchard, Morgan Spector",1.0,Winston Dickens Bernstein Kyi Scots Essex,Other,Unknown,,0.0,Male,Q'orianka Ford Toro Derek Liya James (older) Sydow
Ned Kelly,http://www.imdb.com/title/tt0151568/,US/UK,1956,$19.6M,"Rowdy Scott Mankiewicz Solt Leyburn Tammy Blanchard, Morgan Spector",2.0,Waris Amin Roosevelt Kyi Turner) Essex,Media,Unknown,Hispanic (Latin American),0.0,Male,"Greer Kretschmann Sydow Martin Arthur, Kebede Nichols Sydow"
Callas Forever,http://www.imdb.com/title/tt1183911/,Canada,1917,$1.17M,"Ron Clifford McLaglen Sarah-Violet Leyburn Tammy Blanchard, Morgan Spector",1.0,Ian Klimt VI Caravaggio Jr. Essex,Academic,Unknown,Middle Eastern,0.0,Male,"Cary Mol (young) Kate Kemp, Austin (older) Sydow"
In the Name of the Father,http://www.imdb.com/title/tt1007029/,US,1999,$340K,"Pat Metcalfe Donehue Barbato Sokolov Tammy Blanchard, Morgan Spector",2.0,C.S. Forman Hoover Leroy Jr. Essex,Athlete,Unknown,,0.0,Male,"Robin Parks Jr. Martin Kemp, Billie Nichols Sydow"
Digging Up the Marrow,http://www.imdb.com/title/tt0403217/,Canada/UK,1991,$139M,"Monty Zinnemann Olmos Glenn Pulcini Tammy Blanchard, Morgan Spector",1.0,Franz Ward Flanagan Jackson Parker) Essex,Author,Unknown,Caribbean,0.0,Male,"Emile Renner Abraham Kate August, Austin von Sydow"
Luther,http://www.imdb.com/title/tt0901507/,US/Canada,1955,$30M,"Mitch Bill McLaglen Rosenberg Bliss Tammy Blanchard, Morgan Spector",1.0,William Christian Khan) Belaney) Brasco) Essex,Other,Unknown,,0.0,Male,"Seth Taylor Cooper, Pernilla Kemp, Max (older) Sydow"
Braveheart,http://www.imdb.com/title/tt0111271/,US/UK/Canada,1949,$17.6M,"Mick Duvivier Mankiewicz Pal Bliss Tammy Blanchard, Morgan Spector",1.000433395753817,Dalai Keats Andersen Caravaggio Peron Essex,Musician,Unknown,,0.021681357679619463,Male,Jennifer Diesel Dillman and Liya Billie Ellison Sydow
They Died with Their Boots On,http://www.imdb.com/title/tt0033389/,UK,1995,$35.6M,"Byron Preiss Dyke Trent Bliss Tammy Blanchard, Morgan Spector",1.0,"AnaÌøs Doherty ""Rocky"" Halsey, Peron Essex",Activist,Known,Native American,0.0,Female,Donald Faulkner Olmos Kate Winslet Billie von Sydow
Geronimo,http://www.imdb.com/title/tt0829459/,US/UK,1970,$17.6M,"Edward Jackson Peebles Requa Pulcini Tammy Blanchard, Morgan Spector",1.0,Jacques Edward Hayslip de Peron Essex,Other,Known,,0.0,Female,"Gregg Bichir Robinson Pernilla Kemp, James von Sydow"
Basquiat,http://www.imdb.com/title/tt0066206/,Canada,1929,$2.98M,"Nicholas Attenborough Peebles Robert Pulcini Tammy Blanchard, Morgan Spector",1.0,G.I. Lynn Nichols UK Turner) Essex,Other,Known,Eurasian,0.0,Female,"Q'orianka Colbert Jordan Kate August, Max Whitelaw Sydow"
Remember the Titans,http://www.imdb.com/title/tt0065593/,US,1956,$552K,"Rodger Jeffs Peter Glenn Bliss Tammy Blanchard, Morgan Spector",1.0,Greg Waitzkin Grey Munro Brasco) Essex,Athlete,Known,,0.0,Female,Gregg Browne Hoffman and Winslet Austin Ellison Sydow
Dragon: The Bruce Lee Story,http://www.imdb.com/title/tt0108101/,Canada/UK,1932,$116M,"Preston Hughes Donehue Solt Ford, Tammy Blanchard, Morgan Spector",1.0,Greg Phillips von Aurore Turner) Essex,Athlete,Known,African American,0.0,Female,"Diana Nasr Tsarong Pernilla Luke, James (older) Sydow"
Mr. Turner,http://www.imdb.com/title/tt0042200/,US/Canada,1990,$5M,"Lee Glen Caunes Barbato Sokolov Tammy Blanchard, Morgan Spector",1.0,Brian Cyr Siegel Wead Kid) Essex,Athlete,Known,,0.0,Female,"Richard Grace Nicholas Kate Luke, Max Whitelaw Sydow"
Miracle,http://www.imdb.com/title/tt0086879/,US/UK/Canada,1944,$13.3M,"Gregory Berg Hancock Pal Pulcini Tammy Blanchard, Morgan Spector",1.2809756609259526,William Norman (Billy UK Peron Essex,Military,Known,Asian American,0.013016068951775508,Female,"Greta Pacino Jordan and Arthur, Max von Sydow"
Above and Beyond,http://www.imdb.com/title/tt0119951/,UK,1953,$79.9M,"Hugh Ferguson Norman Pal Ford, Tammy Blanchard, Morgan Spector",1.0,"Sylvia McCarty Kasso Halsey, Kid) Essex",Other,Unknown,Hispanic (White),0.0,Male,"Brendan Harrelson Dillman and Luke, James (older) Sydow"
Becoming Jane,http://www.imdb.com/title/tt0081398/,US/UK,2011,$56.7M,"Danny Fincher Martinson Panama Pulcini Tammy Blanchard, Morgan Spector",1.0,Tsar Cline CharriÌ¬re Adams Peron Essex,Historical,Unknown,Multi racial,0.0,Male,"Kirk Davis Jr Derek August, Max von Sydow"
Jersey Boys,http://www.imdb.com/title/tt0478087/,Canada,2007,$2.06M,"Lawrence Pryor Caunes Solt Leyburn Tammy Blanchard, Morgan Spector",2.0,Margaret Farmer Flanagan Richthofen Brasco) Essex,Athlete,Unknown,Hispanic (Latino),0.0,Male,"Marilyn Sturgess FrÌÄå¦ler, Derek Winslet Max Nichols Sydow"
The Ten Commandments,http://www.imdb.com/title/tt1017451/,US,1916,$35.1M,"Barbet Koller D'Sa, Westmoreland Sokolov Tammy Blanchard, Morgan Spector",1.0,Derek Brooks Mozart Kyi Scots Essex,Historical,Unknown,Indian,0.0,Male,"Sienna Mol Young Pernilla Luke, Max Ellison Sydow"
Words and Music,http://www.imdb.com/title/tt0099949/,Canada/UK,1941,$2M,"Roland Bieber Coppola Requa Pulcini Tammy Blanchard, Morgan Spector",1.0,"Homer Devereux, Arc Halsey, Brasco) Essex",Military,Unknown,Hispanic (Latin American),0.0,Male,"Edward Ejiofor Jr Pernilla Kemp, Austin (older) Sydow"
I Want to Live!,http://www.imdb.com/title/tt0085380/,US/Canada,1984,$2.45M,"Glenn Core Hancock Sarah-Violet Ford, Tammy Blanchard, Morgan Spector",1.0,Wilhelm Fingleton Corbett Kyi of Essex,Author (poet),Unknown,,0.0,Male,RenÌ©e Broadbent Burke Pernilla Liya James Whitelaw Sydow
Auto Focus,http://www.imdb.com/title/tt0112573/,US/UK/Canada,2012,$2.98M,"Melville Siegel Sant Sykes Sokolov Tammy Blanchard, Morgan Spector",1.0501231520601186,Vera Rommel MacGregor Aurore Scots Essex,Other,Unknown,Mediterranean,0.08202244125868911,Male,Nigel Perkins and Kate Liya Billie von Sydow
The Babe,http://www.imdb.com/title/tt0110588/,UK,2000,$18.3M,"Gordon Sax Sant Friedman Sokolov Tammy Blanchard, Morgan Spector",1.0,Yukio Oher Jones UK Turner) Essex,Actor,Known,,0.0,Female,"Clifton Steenburgen Carter Martin Arthur, Max Ellison Sydow"
Total Eclipse,http://www.imdb.com/title/tt0051849/,US/UK,1950,$1.45M,"Art Campion Leonard Pal Leyburn Tammy Blanchard, Morgan Spector",1.0,"J.M. Duras Rocket"" Leroy Jr. Essex",Musician,Known,African,0.0,Female,Ving Spacey Law Martin Winslet Billie (older) Sydow
The Wolf of Wall Street,http://www.imdb.com/title/tt0112641/,Canada,1996,$7.06M,"Marc B. Andrew Requa Ford, Tammy Blanchard, Morgan Spector",2.0,Malcolm White Nostredame Richard Jr. Essex,Other,Known,Middle Eastern (White),0.0,Female,"Kirsten Weisz Le Derek August, James von Sydow"
De-Lovely,http://www.imdb.com/title/tt0352277/,US,1972,$14.4M,"Atom Young Concini Satrapi Pulcini Tammy Blanchard, Morgan Spector",1.0,Bob Goltzius Mitchell Kyi Brasco) Essex,Historical,Known,Native American,0.0,Female,"Meg Kidman Law Martin Arthur, Max (older) Sydow"
The Assassination of Jesse James by the Coward Robert Ford,http://www.imdb.com/title/tt0084117/,Canada/UK,1953,$52.9M,"Rouben Michael Green Stanislav Leyburn Tammy Blanchard, Morgan Spector",3.0,"Alferd Cline ""Bull"" Donnie Turner) Essex",Military,Known,,0.0,Female,Sandra Morgan Dillman and Liya Max von Sydow
Hitler: A Film from Germany,http://www.imdb.com/title/tt1173687/,US/Canada,1972,$1.01M,"Trey Gartner Peter Weisman Leyburn Tammy Blanchard, Morgan Spector",1.0,Babe Fingleton Stroud Smalls) Kid) Essex,Historical,Known,,0.0,Female,Victor Boone (young) Kate Winslet Kebede Nichols Sydow
Frankie & Alice,http://www.imdb.com/title/tt1504320/,US/UK/Canada,1939,$1.99M,"Ava Rose John Rosenberg Bliss Tammy Blanchard, Morgan Spector",1.091520264833644,Jason Wilkerson Crane Crane Parker) Essex,Military,Known,Hispanic (Latina),0.19231811427244833,Female,Alvaro Brolin Basquiat Martin Winslet Max (older) Sydow
The Greatest,http://www.imdb.com/title/tt0054847/,UK,1998,$52.1M,"Edo Mangold Smith Pal Bliss Tammy Blanchard, Morgan Spector",1.0,Mary Gehrig Bush Jackson Parker) Essex,Actress,Unknown,African American,0.0,Male,Channing Hamilton Wood Martin Winslet Austin Ellison Sydow
Billy the Kid,http://www.imdb.com/title/tt0113987/,US/UK,1998,$616K,"Tate VallÌÄå©e Sajbel Trent Ford, Tammy Blanchard, Morgan Spector",1.0,"P.L. Cavendish Rocket"" Munro Turner) Essex",Musician,Unknown,,0.0,Male,"Dennis Laughton Lucas, Pernilla Winslet Austin Ellison Sydow"
The Color of Time,http://www.imdb.com/title/tt0090110/,Canada,1967,$28.9M,"Marshall Duigan Hill Westmoreland Leyburn Tammy Blanchard, Morgan Spector",1.0,Fanny Green Hovick Adams Scots Essex,Historical,Unknown,Asian American,0.0,Male,"Alec Craig Young Derek Luke, Kebede Nichols Sydow"
The Miracle Worker,http://www.imdb.com/title/tt0150915/,US,1972,$537K,"Max Jordan Stuart Trent Bliss Tammy Blanchard, Morgan Spector",1.0,Rose Strauss Corbett Crane Peron Essex,Athlete,Unknown,Hispanic (White),0.0,Male,Marion Bancroft Hoffman Pernilla Winslet Kebede Whitelaw Sydow
Machine Gun Preacher,http://www.imdb.com/title/tt0099951/,Canada/UK,1945,$153K,"Darrell Shergold Refn Hickner Leyburn Tammy Blanchard, Morgan Spector",2.0,Christopher Francis BÌ_low Assisi Brasco) Essex,Author,Unknown,Multi racial,0.0,Male,"Hugh Davis Lee Pernilla Kemp, James von Sydow"
Above and Beyond,http://www.imdb.com/title/tt2305051/,US/Canada,1961,$9.49M,"Ed Bernhardt SchrÌ¦der Stanislav Bliss Tammy Blanchard, Morgan Spector",2.0,Sigmund Pu Coleridge Caravaggio Scots Essex,Athlete,Unknown,,0.0,Male,"Timothy Harvey Lucas, Kate Luke, James von Sydow"
What's Love Got to Do with It,http://www.imdb.com/title/tt0421054/,US/UK/Canada,1922,$331K,"Jane Hytner Green Panama Leyburn Tammy Blanchard, Morgan Spector",1.1294795314081396,Frankie Morrison Arc Richthofen Brasco) Essex,Historical,Unknown,Indian,0.07335127955201587,Male,Helen Bonham Damme and Winslet Austin (older) Sydow
Disraeli,http://www.imdb.com/title/tt0049408/,UK,1962,$8.25M,"Elia Jenkins Baird Robert Leyburn Tammy Blanchard, Morgan Spector",1.0,"John Scott ""Burt"" Wead Turner) Essex",Musician,Known,Hispanic (Latin American),0.0,Female,Mariel Astaire Nicholas Martin Winslet James Nichols Sydow
Words and Music,http://www.imdb.com/title/tt0379725/,US/UK,2012,$455K,"Tom Borsos David Rosenberg Ford, Tammy Blanchard, Morgan Spector",1.0,Rose Marshall Custer Munro Kid) Essex,Criminal,Known,Middle Eastern,0.0,Female,Deborah Baxter (young) Jean Winslet James Whitelaw Sydow
Jobs,http://www.imdb.com/title/tt0038104/,Canada,1990,$16.3M,"Tommy M. Lee Hanson Pulcini Tammy Blanchard, Morgan Spector",1.0,"Adolf Hendrix ""Burt"" Belaney) Kid) Essex",Athlete,Known,Mediterranean,0.0,Female,Norma Jagger Law Martin Winslet Kebede (older) Sydow
The Great Ziegfeld,http://www.imdb.com/title/tt0989007/,US,2003,$18M,"Melvin Cromwell Curtis Sykes Leyburn Tammy Blanchard, Morgan Spector",2.0,Jean Vetter Williams Rocha Kid) Essex,Medicine,Known,Caribbean,0.0,Female,"Burt Ogata Cusick Jean Arthur, Kebede von Sydow"
Freud,http://www.imdb.com/title/tt0250371/,Canada/UK,2009,$226K,"Mira Moretti David Stanislav Bliss Tammy Blanchard, Morgan Spector",1.0,Ty Cash Rosenthal Earl of Essex,Comedian,Known,,0.0,Female,"Janet Dillman Damme Jean Luke, Billie von Sydow"
Rembrandt,http://www.imdb.com/title/tt0033389/,US/Canada,1967,$113K,"D.M.W. Michael Norman Glenn Pulcini Tammy Blanchard, Morgan Spector",1.0,Denis Bolkovac Cent' (Tina Brasco) Essex,Author,Known,Middle Eastern (White),0.0,Female,"Edmund Power Basquiat Derek August, Austin Ellison Sydow"
Lee Daniels' The Butler,http://www.imdb.com/title/tt0385726/,US/UK/Canada,1965,$17.1M,"Clint McGuckian Wash Trent Pulcini Tammy Blanchard, Morgan Spector",1.4083904905918034,Antonio Roy Satrapi Anastasia Turner) Essex,Musician,Known,Native American,0.19423630342996923,Female,Ryan Faulkner Burke Pernilla Liya James Nichols Sydow
Goya's Ghosts,http://www.imdb.com/title/tt0080913/,UK,1919,$49.5K,"Roberto Zahedi Martinson Sykes Pulcini Tammy Blanchard, Morgan Spector",1.0,Jeffrey Ghaffarian Scott Menezes Peron Essex,Singer,Unknown,Asian,0.0,Male,"Heath Shearer Medeiros Derek August, James von Sydow"
Million Dollar Arm,http://www.imdb.com/title/tt0054847/,US/UK,1992,$13.8M,"Tony Roby Russell Sykes Pulcini Tammy Blanchard, Morgan Spector",1.0,Woodrow Philip Thompson Assisi of Essex,Other,Unknown,Eurasian,0.0,Male,"Keke Dupont Medeiros Derek Luke, Max Whitelaw Sydow"
Hollywoodland,http://www.imdb.com/title/tt0190861/,Canada,1937,$33M,"Mark Silver Hill Stanislav Leyburn Tammy Blanchard, Morgan Spector",1.0,Violette Hart Carter Munro Jr. Essex,Historical,Unknown,Hispanic (Latina),0.0,Male,"Will Friel FrÌÄå¦ler, Pernilla Arthur, Max Ellison Sydow"
The King of Kings,http://www.imdb.com/title/tt1542344/,US,1916,$42.6M,"Doug Young Steve Westmoreland Sokolov Tammy Blanchard, Morgan Spector",1.0,Jon Graziano (Thaw) Richthofen Jr. Essex,Musician,Unknown,African American,0.0,Male,Ewan Mason Robinson Pernilla Winslet Kebede Nichols Sydow
Ali,http://www.imdb.com/title/tt2412568/,Canada/UK,1919,$100K,"Ennio Pascal Smith Stanislav Pulcini Tammy Blanchard, Morgan Spector",1.0,Charlotte Marinovich Andersen Earl Jr. Essex,Other,Unknown,White,0.0,Male,"Philip O'Toole FrÌÄå¦ler, Martin August, Billie Whitelaw Sydow"
The Court-Martial of Billy Mitchell,http://www.imdb.com/title/tt1235548/,US/Canada,1979,$51.7M,"Norman Duigan Norman Barbato Ford, Tammy Blanchard, Morgan Spector",1.0,Maziar Harlow Chopin Adams Turner) Essex,World leader,Unknown,Asian American,0.0,Male,"Leonardo Redford Kemp, Derek Liya Billie (older) Sydow"
Young Winston,http://www.imdb.com/title/tt0097457/,US/UK/Canada,1975,$1.01M,"Gavin Ephron Sant Sykes Pulcini Tammy Blanchard, Morgan Spector",1.117771741763453,Vivienne Froman Jr. UK Brasco) Essex,Author,Unknown,Hispanic (White),0.3931280587938897,Male,"Craig Jane VolontÌ© Martin August, James Nichols Sydow"
The Wings of Eagles,http://www.imdb.com/title/tt0099951/,UK,1947,$1.81M,"Mat Winding Wellman Requa Ford, Tammy Blanchard, Morgan Spector",2.0,Rudy Kyle Rawlings Munro of Essex,Musician,Known,,0.0,Female,Bill Lambert Robinson Martin Winslet Kebede von Sydow
The Pistol: The Birth of a Legend,http://www.imdb.com/title/tt0117318/,US/UK,1924,$65.7K,"Burt Temple Steve Weisman Bliss Tammy Blanchard, Morgan Spector",1.0,Jill Cassady VI Jackson Brasco) Essex,Activist,Known,Hispanic (Latino),0.0,Female,"Shane Padalecki Burke Jean Arthur, Billie (older) Sydow"
Where the Buffalo Roam,http://www.imdb.com/title/tt0470732/,Canada,1963,$6.39M,"Jean-FranÌ¤ois Hopkins Dyke Weisman Ford, Tammy Blanchard, Morgan Spector",1.0,"Brigham ""Red"" Suu of Peron Essex",Criminal,Known,,0.0,Female,"Carroll Singer Cusick Kate Luke, Kebede Ellison Sydow"
Eichmann,http://www.imdb.com/title/tt0032155/,US,1978,$75.6M,"Neil Jeffs Leonard Weisman Leyburn Tammy Blanchard, Morgan Spector",1.0,Julius Bill Jr. Jr Jr. Essex,World leader,Known,Hispanic (Latin American),0.0,Female,"Kristen Redmayne Abraham Derek August, James (older) Sydow"
Immortal Beloved,http://www.imdb.com/title/tt0496634/,Canada/UK,1977,$43.9M,"Marc VallÌÄå©e SchrÌ¦der Friedman Pulcini Tammy Blanchard, Morgan Spector",1.0,David BÌÁthory 2nd Menezes of Essex,Military,Known,Middle Eastern,0.0,Female,"Jamie Palmer Burke Pernilla August, Max Ellison Sydow"
The Spirit of St. Louis,http://www.imdb.com/title/tt0864761/,US/Canada,1926,$58.2M,"Milos Soderbergh Hancock Solt Leyburn Tammy Blanchard, Morgan Spector",1.0,Rodrigo Ruby Hovick UK Turner) Essex,Musician,Known,Mediterranean,0.0,Female,"Multiple Gordon Bernal Jean Luke, Billie Ellison Sydow"
The Winning Team,http://www.imdb.com/title/tt0095836/,US/UK/Canada,1981,$35M,"Leon Cummings Sant Stanislav Ford, Tammy Blanchard, Morgan Spector",1.0310252226149428,"Pocahontas NgÛªangÛªa King, Assisi Kid) Essex",Artist,Known,Caribbean,0.2679826570044328,Female,"Toby Everett Niro Derek Arthur, Austin (older) Sydow"
Monster,http://www.imdb.com/title/tt0108002/,UK,1982,$480K,"Alexandre Berkowitz Steve Panama Bliss Tammy Blanchard, Morgan Spector",1.0,"Malcolm Bernardone ""Bob"" Rocha Scots Essex",Academic,Unknown,African,0.0,Male,"H.B. Rickman Niro and Arthur, Austin Whitelaw Sydow"
Beau Brummell,http://www.imdb.com/title/tt0088987/,US/UK,1960,$144K,"Betty Bellamy Green Requa Leyburn Tammy Blanchard, Morgan Spector",1.0,T.S. Trotsky Soubirous Sweden Parker) Essex,Author,Unknown,,0.0,Male,"Jeremy Craig Phillips Kate August, Max (older) Sydow"
Swimming Upstream,http://www.imdb.com/title/tt0067658/,Canada,1981,$26.6M,"Irving Zinnemann Hayes, Westmoreland Pulcini Tammy Blanchard, Morgan Spector",1.0,Lane Greene Bush Dennis of Essex,Other,Unknown,Native American,0.0,Male,"Gary Warner Brown Martin Kemp, Billie (older) Sydow"
Chasing Mavericks,http://www.imdb.com/title/tt0790663/,US,1927,$256M,"Shekhar Taymor George Westmoreland Leyburn Tammy Blanchard, Morgan Spector",1.0,Ricardo Hughes Maruge Rocha Brasco) Essex,Activist,Unknown,Asian,0.0,Male,"Cuba Phoenix Havilland and Arthur, Billie (older) Sydow"
Quo Vadis,http://www.imdb.com/title/tt2473602/,Canada/UK,1931,$6.62M,"Alfred Balaban Jeffrey Hanson Bliss Tammy Blanchard, Morgan Spector",1.0,"Marguerite Lymon ""Burt"" Kennedy Kid) Essex",Academic,Unknown,Eurasian,0.0,Male,"Cornel Lupino Robinson Martin Arthur, Billie Whitelaw Sydow"
